document_id,Cleaned Reviews,sentiment
531,star robert pattinson star whole thingth movi incred bore there special hero element guy decid save peopl distress point batman suitvigilantewhi make comic book charact realist entir charmfantasi charact special thing normal guy person drama like rest million cop tv seriesexpect batman tech geniu amaz fight choreographi noth special movi besid emo face,positive
532,read review make think watch complet differ moviei love major batman movi excit new take drawn moviesomehow charact seem dramat time dull mani subplot easi miss thing forget charact pop later film ask husband talk also like dont know loli excit see paul dano spin riddler unmask felt like super smart high school kid twist bad childhood definit use prosthet enhanc collin farrel penguin total unrecognis captiv paul dano riddlerth whole storylin fell flat fight scene noth excit walk away unsatisfi endingalso love batman carri flare gun ðÿ,positive
533,there good film hidden noth selfindulg filler unfortun filler make least run timeim curiou director insist want creat realist version batman rather superhero think achiev youd need least impli hero somewhat hurt even breath take gang gun wield thug id assum actual show blood someon skull cave would help also need show emot sort actor show modicum rang paul dano rather mewhat end wish version seen mix blade runner disastr narrat,negative
534,excit darker gritti batman extrem bore slow pace loooongther noth wrong cast everyth el super disappoint clich thing happen gener ultra dark scene hard follow forthcatwoman say time take care dont need man yeah sadli okay batman movi wasnt anyth groundbreak like say dark knight here hope next one better ye end set sequel cours,negative
535,realli look good great cinematographybut definit lack spark punch simpli magic earlier terrif batman movi like dark knightmor bad last almost hour mean come movi terrif time isnt issu movi length becom issueeven bad robert pattison tough dude actor star commerci perfum someth simpli convinc tough superhero waynot good said cinematographi great actor chemistri whatsoev real bummer,positive
536,well act long drawn stori went nowher first batman movi actual bore honestli couldnt wait end kept goingeven teenag thought incred bore told need know save hour life someth el clue star rate current,positive
537,word describ bad movi sum tri list main problem two time two long even half shorter would bad robert pattinson absolut worst batman ever even wors bruce wayn noth good moviewel good aspect might cgi fest like marvel movi potenti make physic street fight batman filmbut everi charact terribl pattinson worst batman ever kind like twilight okay look dumb new bat hood super horribl without he emo kid even wors jare leto joker suicid squad bruce wayn like thatalso villain interest whole movi bore boredomfest ever imagin seen mani movi life one sure one worstbatman suppos cool thing everyth everyth cool lost,positive
538,big fan burton nolan batman batman dark depress far violent movi adult teenag scene give pain stomach bit sensit whole movi super depress chemistri batman catwoman apart two creatur depress sad angri whole moviethi movi childish adult violent kid pg movi r violent went see son he although great time horrifi psychoviol scene point music superb point art product point cast,negative
539,film dark could hardli see go actor spoke quietli time incomprehens mumbl line much imposs know said absolut aw riddler charact rendit especi made like joker psycho thugyou warnedit terribl manymanymani peopl agre alsopleas dont let sequel borefestthi th attempt get review film upload,positive
540,may hype may watcheda lot movi may realli love nolan trilog combin movi didnt reach doesnt mean bad movi allfirst good thing act good action good world build good detect side batman probabl best side film problem none impress good kept expect movi riddl mind kind heavi plot twist like seen sinc similar vibe least dialogu stick brain get think villain perspect like joker sever time nolan villain matter wasnt bad paul dano great actor charact well written mani plot holesin end dont go high expect otherwis enjoy still respect effort,positive
541,good film overal cast good act good plot good gener ok movi hype might come dark moodi dont fool think great holi triniti batman movi alreadi creat star christian bale,positive
542,alreadi problem last two batman film often think stop endless batman film seri altogetherit get bore lot talk littl fab action one pattinson bad never like day one batmobil bad way dark set bad stori pretti bad usual cours kill martha thoma wayn supervillain terror gothamset costum prop everyth seem much cheap bore creativ mostli unspectacular unlik first batman filmswhen see fabul rate even read nomin three oscar cannot stop shake head disbelief either tast way differ fastidi simpli dont see great artsi side mediocr product,negative
